Sat Apr  8 09:28:08 2023    performance/output.dat

         69375377 function calls (69262752 primitive calls) in 78.555 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     8844    0.007    0.000    0.013    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:1222(set_xdata)
     2069    0.007    0.000    0.214    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1100(__init__)
     2207    0.007    0.000    0.038    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/ipykernel/iostream.py:208(schedule)
        1    0.007    0.007    0.022    0.022 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/shape_base.py:739(array_split)
     3003    0.007    0.000    0.035    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2123(sum)
     4380    0.006    0.000    0.020    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:630(set_data)
     1001    0.006    0.000    3.099    0.003 /cr/users/filip/Binaries/Signal.py:66(__init__)
10378/6020    0.006    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2409(<lambda>)
     2714    0.006    0.000    0.296    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:276(get_transform)
     1861    0.006    0.000    0.010    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:281(<listcomp>)
     1008    0.006    0.000    0.061    0.000 {built-in method builtins.print}
      756    0.006    0.000    0.022    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:548(_bind_draw_path_function)
      324    0.006    0.000    0.079    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:2261(get_tick_space)
     7460    0.006    0.000    0.065    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1348(__add__)
    16665    0.006    0.000    0.006    0.000 {method 'join' of 'str' objects}
      324    0.006    0.000    0.074    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:2523(get_tick_space)
     7091    0.006    0.000    0.017    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1290(_to_unmasked_float_array)
3024/2970    0.006    0.000    0.061    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:765(_unstale_viewLim)
     7002    0.006    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:823(clean)
     1458    0.006    0.000    0.016    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:133(_get_aligned_offsets)
     2480    0.006    0.000    0.012    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/path.py:191(_update_values)
    16464    0.006    0.000    0.019    0.000 /cr/users/filip/anaconda3/lib/python3.9/abc.py:117(__instancecheck__)
    21996    0.006    0.000    0.006    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:718(_mul2012)
     7560    0.006    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:409(_push)
     8504    0.006    0.000    0.009    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/function_base.py:244(iterable)
     7383    0.006    0.000    0.026    0.000 <__array_function__ internals>:2(ndim)
     3710    0.006    0.000    0.115    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2417(transform_affine)
     2203    0.006    0.000    0.013    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:739(_convert_units)
     4553    0.006    0.000    0.105    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/markers.py:219(__init__)
    12851    0.006    0.000    0.019    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:254(convert_yunits)
     7373    0.006    0.000    0.062    0.000 <__array_function__ internals>:2(amin)
    16390    0.006    0.000    0.006    0.000 /cr/users/filip/anaconda3/lib/python3.9/enum.py:670(__new__)
     8739    0.006    0.000    0.011    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:1234(set_ydata)
    11506    0.006    0.000    0.020    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:95(_arg_slen1)
    11616    0.006    0.000    0.006    0.000 {built-in method builtins.min}
     4641    0.006    0.000    0.011    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:817(set_variant)
  354/246    0.006    0.000    0.537    0.002 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:414(__init__)
     7454    0.006    0.000    0.056    0.000 <__array_function__ internals>:2(amax)
     4682    0.005    0.000    0.005    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
     3651    0.005    0.000    0.128    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2046(clip)
    21461    0.005    0.000    0.011    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:222(<lambda>)
     3622    0.005    0.000    0.018    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/units.py:56(_is_natively_supported)
  349/241    0.005    0.000    0.533    0.002 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:475(__init__)
      638    0.005    0.000    0.992    0.002 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:291(draw)
     1488    0.005    0.000    0.020    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:453(update_position)
     5098    0.005    0.000    0.017    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:723(set_figure)
     3722    0.005    0.000    0.861    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:221(__iter__)
     1861    0.005    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:396(_bop)
     7302    0.005    0.000    0.006    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/_methods.py:101(_clip_dep_is_byte_swapped)
     2815    0.005    0.000    0.042    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:326(xmin)
     1000    0.005    0.000    3.519    0.004 /cr/users/filip/Binaries/Generator.py:235(__getitem__)
     1453    0.005    0.000    0.020    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:514(update_position)
     1503    0.005    0.000    0.020    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:478(broadcast_arrays)
     2176    0.005    0.000    0.013    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2586(__init__)
    15002    0.005    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/lib/_iotools.py:11(_decode_line)
     1604    0.005    0.000    0.025    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:936(set_color)
     7362    0.005    0.000    0.006    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:439(get_transform)
     2174    0.005    0.000    0.136    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2032(rotate_deg_around)
     3139    0.005    0.000    0.028    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:341(ymax)
     3012    0.005    0.000    0.013    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:1195(set_verticalalignment)
     2000    0.005    0.000    0.005    0.000 {built-in method time.gmtime}
     3651    0.005    0.000    0.138    0.000 <__array_function__ internals>:2(clip)
     1870    0.005    0.000    0.107    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:1166(_cm_set)
      648    0.005    0.000    0.046    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1426(__sub__)
    24400    0.005    0.000    0.005    0.000 {method 'startswith' of 'str' objects}
     4322    0.005    0.000    0.006    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:266(x0)
     3699    0.004    0.000    0.051    0.000 <__array_function__ internals>:2(reshape)
     3058    0.004    0.000    0.026    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:331(ymin)
     1863    0.004    0.000    0.169    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/texmanager.py:252(make_dvi)
     2271    0.004    0.000    0.009    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:1335(set_dash_capstyle)
     3651    0.004    0.000    0.114    0.000 {method 'clip' of 'numpy.ndarray' objects}
    14622    0.004    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1940(get_matrix)
      378    0.004    0.000    0.144    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:600(draw)
   324/54    0.004    0.000    1.064    0.020 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:354(draw)
      459    0.004    0.000    0.119    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:662(union)
     1629    0.004    0.000    0.091    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:1251(set_fontproperties)
     2215    0.004    0.000    0.061    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:943(copy)
     2000    0.004    0.000    0.004    0.000 {built-in method time.strftime}
     3875    0.004    0.000    0.041    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/colors.py:124(_check_color_like)
     2237    0.004    0.000    0.005    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:374(width)
     2238    0.004    0.000    0.012    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:577(__call__)
        8    0.004    0.001    0.004    0.001 {built-in method marshal.loads}
     2248    0.004    0.000    0.017    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backend_bases.py:906(set_clip_path)
     3875    0.004    0.000    0.036    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/colors.py:111(is_color_like)
     1586    0.004    0.000    0.004    0.000 {method 'astype' of 'numpy.ndarray' objects}
3242/1230    0.004    0.000    0.196    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:839(get_xaxis_transform)
     2174    0.004    0.000    0.064    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/patches.py:842(get_bbox)
     2815    0.004    0.000    0.024    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:336(xmax)
      962    0.004    0.000    0.010    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2741(__init__)
     1350    0.004    0.000    0.057    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/offsetbox.py:1140(_get_anchored_bbox)
3197/1205    0.004    0.000    0.202    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:915(get_yaxis_transform)
      324    0.004    0.000    0.425    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1085(<listcomp>)
     9458    0.004    0.000    0.004    0.000 {built-in method builtins.iter}
     7052    0.004    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/backends/backend_agg.py:312(points_to_pixels)
     1924    0.004    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/path.py:162(_fast_from_codes_and_verts)
     4126    0.004    0.000    0.016    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:426(set_transform)
     3003    0.004    0.000    0.044    0.000 <__array_function__ internals>:2(sum)
     2271    0.004    0.000    0.006    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1277(is_math_text)
     3699    0.004    0.000    0.041    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/fromnumeric.py:198(reshape)
      324    0.004    0.000    0.146    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1279(get_minorticklocs)
    26768    0.004    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:72(_arg_raw)
3421/3420    0.004    0.000    0.019    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1122(get_points)
        1    0.004    0.004    0.014    0.014 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:1311(_findfont_cached)
        1    0.004    0.004    0.004    0.004 {built-in method posix.system}
     2271    0.004    0.000    0.007    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:1069(set_linewidth)
     4641    0.004    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/font_manager.py:794(set_family)
      648    0.004    0.000    0.281    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/ticker.py:2112(__call__)
     3066    0.004    0.000    0.007    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:957(set_horizontalalignment)
     1434    0.004    0.000    0.010    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2678(__init__)
     4694    0.004    0.000    0.006    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:61(_scale_dashes)
     2271    0.004    0.000    0.007    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:1034(set_drawstyle)
      876    0.004    0.000    0.019    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:1267(update_from)
       81    0.004    0.000    0.050    0.001 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:2955(_update_title_position)
     1603    0.004    0.000    0.006    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:241(set_rotation_mode)
     2271    0.004    0.000    0.029    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:1022(set_color)
     1406    0.004    0.000    0.052    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/lines.py:1135(set_marker)
      648    0.004    0.000    0.007    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/_methods.py:274(_ptp)
     2207    0.004    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/threading.py:1126(is_alive)
     5157    0.004    0.000    0.035    0.000 /cr/users/filip/anaconda3/lib/python3.9/posixpath.py:373(abspath)
      648    0.004    0.000    0.030    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1326(_get_tick_label_size)
        2    0.004    0.002    0.004    0.002 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/linalg/linalg.py:476(inv)
     8311    0.003    0.000    0.004    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:1209(set_text)
2619/2592    0.003    0.000    0.071    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axis.py:1985(getter)
     2205    0.003    0.000    0.114    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:2012(rotate_deg)
     5223    0.003    0.000    0.009    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/text.py:1149(set_x)
     3853    0.003    0.000    0.014    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/artist.py:1001(set_visible)
    15124    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
     9364    0.003    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/dviread.py:433(_down)
       81    0.003    0.000    0.008    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/numpy/core/function_base.py:23(linspace)
      261    0.003    0.000    0.006    0.000 /cr/users/filip/anaconda3/lib/python3.9/pathlib.py:64(parse_parts)
      324    0.003    0.000    0.010    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/spines.py:229(_adjust_location)
      297    0.003    0.000    0.022    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/path.py:596(get_extents)
    12096    0.003    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:769(<genexpr>)
     1124    0.003    0.000    0.012    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/transforms.py:1620(transform_path_non_affine)
     6946    0.003    0.000    0.003    0.000 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:876(<listcomp>)
       27    0.003    0.000    1.209    0.045 /cr/users/filip/anaconda3/lib/python3.9/site-packages/matplotlib/axes/_base.py:4561(get_tightbbox)
